Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2016-01-04,47.98345947265625,47.98345947265625,46.74884867928611,47.56316679195464,53778000
2016-01-05,48.202362060546875,48.50006979320474,47.755802131654725,48.09728972554683,34079700
2016-01-06,47.326744079589844,47.63320974071828,46.967743929265346,47.56315930153848,39518900
2016-01-07,45.68059539794922,46.83640426048848,45.59303568936067,46.144671205997106,56564900
2016-01-08,45.820709228515625,46.65253671581279,45.66309903635223,45.85573111773771,48754000
2016-01-11,45.7944450378418,46.27603031890957,45.05893181832713,45.978322507672914,36943800
2016-01-12,46.21473693847656,46.494932127160325,45.58429943403315,46.19722432166006,36095500
2016-01-13,45.21651840209961,47.34425184157974,44.91881074644676,47.10783664383879,66883600
2016-01-14,46.50367736816406,46.77511450399705,45.155236304346744,45.53174911229819,52381900
2016-01-15,44.64738845825195,45.50548649337345,44.07824020037638,44.92758359869205,71820700
2016-01-19,44.27086639404297,45.25154918138827,43.833061160740215,45.0764264200294,43564500
2016-01-20,44.472259521484375,44.98886986664352,42.992475591352886,43.76301379129294,63273000
2016-01-21,44.20082092285156,45.16399454851902,44.0432107539276,44.65613881749976,40191200
2016-01-22,45.78567123413086,45.820696453777686,44.88379019926337,45.01513310284459,37555800
2016-01-25,45.347877502441406,46.10090321475714,45.22529254279738,45.479217099121584,34707700
2016-01-26,45.68059539794922,45.91701061936483,45.13771785628491,45.34786583316171,28900800
2016-01-27,44.84876251220703,45.70686024130399,44.67363977683884,45.540492139619445,36775200
2016-01-28,45.58428955078125,45.71562913814373,44.875043754342,45.4091667607752,62513800
2016-01-29,48.23738479614258,48.23738479614258,47.282969173659296,47.92216446722125,83611700
2016-02-01,47.904640197753906,48.23737305733074,47.72076283069368,48.05349569027051,44208500
2016-02-02,46.40736770629883,47.51063573302922,46.100905293370886,47.43183063539207,56313800
2016-02-03,45.67184829711914,46.74884892332467,44.883797429071514,46.62626397500378,57559800
2016-02-04,45.53174591064453,46.24099161672068,44.980110361474196,45.61930562439711,46987100
2016-02-05,43.920631408691406,45.5317551873913,43.39526633875891,45.47921734432219,62009000
2016-02-08,43.26392364501953,43.40402122047044,42.195677544587795,43.38650860601537,59290500
2016-02-09,43.150081634521484,43.990670199754206,42.615958728965815,42.92242438864287,46740500
2016-02-10,43.52659606933594,44.122011461722394,43.36023128094725,43.68420622262582,38237000
2016-02-11,43.50907897949219,43.87683707936917,42.47585845438391,42.62471395724962,48878600
2016-02-12,44.21833801269531,44.37594819757949,43.561630022407755,43.99943534926613,34243300
2016-02-16,45.05613708496094,45.05613708496094,44.209516411203786,44.88857779458343,37291200
2016-02-17,46.22905349731445,46.537719561777465,45.3736154290036,45.408892127371566,40789000
2016-02-18,46.02621841430664,46.69646223952072,45.946847523535794,46.14968686097221,27176000
2016-02-19,45.69991683959961,46.10558878152346,45.44416582066761,45.83220277743924,33559100
2016-02-22,46.4318962097168,46.74055893247022,46.10559177232447,46.10559177232447,25008300
2016-02-23,45.1355094909668,46.184966192604,44.95912933699987,46.15851034696903,28895300
2016-02-24,45.29425048828125,45.41771558461275,44.27124965045684,44.703377487617075,33014500
2016-02-25,45.94684982299805,45.94684982299805,44.63282467735026,45.62054875090832,26939500
2016-02-26,45.241336822509766,46.4583562000251,45.06495666626278,46.38780279185764,35975900
2016-02-29,44.870941162109375,45.5500025715,44.6769226553773,45.28543065716657,31654000
2016-03-01,46.37015914916992,46.37897664145927,44.906206480481465,44.95030403444131,33024500
2016-03-02,46.69645690917969,46.70527440084942,45.99975732129309,46.220231618915115,29289900
2016-03-03,46.16731643676758,46.714095115419646,45.6646353088432,46.714095115419646,24427800
2016-03-04,45.88511657714844,46.25551520167698,45.6029097033035,46.21142100842083,33034200
2016-03-07,45.00322341918945,45.6822848235114,44.60637227899478,45.47063133063046,38407800
2016-03-08,45.54999923706055,45.97330955916575,44.62400433302331,44.80038447494332,33835100
2016-03-09,46.599456787109375,46.60827428050235,45.73519777522532,45.7616536195757,28251600
2016-03-10,45.90275573730469,46.68764382929709,45.11786764531228,46.678826336158785,38387800
2016-03-11,46.802284240722656,46.802284240722656,46.19377638244785,46.7405517057167,32275700
2016-03-14,46.890480041503906,47.26087867437215,46.414258033775276,46.48480807173932,24083600
2016-03-15,47.26087188720703,47.26087188720703,46.511260600112855,46.52007809202781,21104800
2016-03-16,47.931121826171875,48.15159617378844,47.093321996566196,47.13741619325519,31691700
2016-03-17,48.20451354980469,48.504358811570356,47.62246137863271,47.8076590321484,28223900
2016-03-18,47.172691345214844,48.47789903648846,47.13741464335494,48.43380147707785,67625500
2016-03-21,47.498985290527344,47.560717827421485,46.678820598452674,46.96102744258902,23925700
2016-03-22,47.6842041015625,47.842945942487034,47.14624601444851,47.27853200327644,23124100
2016-03-23,47.59600067138672,47.83411335766297,47.39316468622651,47.719465761121505,20129000
2016-03-24,47.80765914916992,47.913489263585134,47.384348784024304,47.48135804015237,19950000
2016-03-28,47.2167854309082,47.87820845047545,47.03158779283052,47.807655046919315,17025100
2016-03-29,48.24859619140625,48.38088212032852,47.13740717230866,47.322604781463106,23924300
2016-03-30,48.5484504699707,49.06877006274383,48.41616788045509,48.44262372552391,23008300
2016-03-31,48.70719528198242,49.024678899135395,48.38089417065153,48.46026507493978,26360500
2016-04-01,49.00703430175781,49.04231100231775,48.125136972787296,48.548447286992584,24399200
2016-04-04,48.88356399536133,49.08639995567005,48.504347915253845,48.88356399536133,18928800
2016-04-05,48.11631774902344,48.76891986505204,48.02812600079578,48.671910624087225,19272300
2016-04-06,48.610191345214844,48.680744763046754,47.807664720323515,47.93995069667229,21188700
2016-04-07,48.02812957763672,48.424984063788436,47.825293587863946,48.38970736187019,19225100
2016-04-08,47.99285888671875,48.751291252095925,47.904670485049174,48.21333325506458,22167200
2016-04-11,47.89585876464844,48.636652866163935,47.88703790491495,48.054600598128346,21414200
2016-04-12,48.19569778442383,48.31034203261421,47.410806215052105,47.94876420670735,24944300
2016-04-13,48.813018798828125,48.89238969785758,48.407346810087134,48.61018280445763,20818000
2016-04-14,48.82183837890625,49.0158568746055,48.56608733715204,48.69837328679634,20877100
2016-04-15,49.07759475708008,49.31570410965616,48.60136932358429,48.76892862907126,28793800
2016-04-18,49.79192352294922,49.90657112030059,48.68955183657058,48.936485381955954,23786000
2016-04-19,49.73019027709961,50.06531220700587,49.10404397545817,49.94184711813813,29596800
2016-04-20,49.02467346191406,49.82719990996793,48.936485073228695,49.64200227522582,36195700
2016-04-21,49.19223403930664,49.58908852716655,48.87475044901872,49.209872390341694,38909100
2016-04-22,45.66464614868164,46.23788080250769,44.77393125778024,45.77929375228117,126834100
2016-04-25,45.9556770324707,45.97331538531513,45.53236665671982,45.66464925679533,33226900
2016-04-26,45.36479949951172,46.167325971606175,45.056136765695186,46.087955073743146,33532600
2016-04-27,44.923851013183594,45.41771475364536,44.579911575646726,45.40007640246764,43369300
2016-04-28,44.00667953491211,44.77392929484074,43.706834298454616,44.64164334539688,43134800
2016-04-29,43.98021697998047,44.31533889267911,43.521629984753694,43.521629984753694,48411700
