Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2016-01-04,94.92045593261719,95.33523466735258,93.76828496691502,95.04949851819235,12531500
2016-01-05,93.00325775146484,94.63472902524983,92.0723014820412,94.63472902524983,16212900
2016-01-06,92.50550842285156,93.51941752502466,91.58377159682259,91.60220323913386,13934500
2016-01-07,91.71281433105469,93.41802605537431,90.80950914594654,91.21507560035762,14680200
2016-01-08,91.48238372802734,93.02168260275337,91.25194951208772,92.7543780683881,10691600
2016-01-11,92.09993743896484,92.58845680756447,90.83716255008508,92.36724194924066,9583200
2016-01-12,93.5194091796875,93.87888594717687,92.48706149503225,93.06776014427913,8863900
2016-01-13,90.77263641357422,93.90653567488266,90.4408106276462,93.90653567488266,11615400
2016-01-14,91.35332489013672,92.09071706297765,89.58359211407003,90.92932685205572,11147500
2016-01-15,86.55108642578125,89.29785813580736,86.14551998579337,88.13647483777714,22337000
2016-01-19,86.6156005859375,87.62950957010193,85.74916581998038,87.56498828108127,13286800
2016-01-20,85.29752349853516,86.3114325623609,83.3434389696339,84.96569769113128,16918100
2016-01-21,86.66168975830078,87.43595231741327,85.07630838924877,85.60169807738832,12078200
2016-01-22,89.31629943847656,89.79559949160111,88.07195613551094,88.44064523839418,12303800
2016-01-25,87.83230590820312,89.11351957627775,87.67561233033365,88.87386602452236,7812200
2016-01-26,88.73560333251953,88.88308460381664,87.6479535697326,88.01664971568131,6915600
2016-01-27,86.93821716308594,89.06742698120516,86.5234384042269,88.77247147812244,6328900
2016-01-28,86.21003723144531,87.74933591850025,85.14082625663654,87.74933591850025,7312700
2016-01-29,88.3208236694336,88.3208236694336,86.30221774082683,86.83682679542586,8211600
2016-02-01,87.70326232910156,88.21943271267898,87.28847652890339,87.6387410311544,7027200
2016-02-02,85.8321533203125,86.79997296614278,85.60171906669167,86.6432793614315,7244400
2016-02-03,87.69404602050781,87.94291891568149,85.18692058688994,86.73543882340131,10878000
2016-02-04,87.96134948730469,89.15961022716166,87.19630620004669,87.44517909218807,8350300
2016-02-05,86.55108642578125,87.9244722807943,86.15473932278228,87.8599509864593,8898500
2016-02-08,84.910400390625,85.68465596216642,82.50466667115928,85.31595981902069,13750100
2016-02-09,85.0947494506836,85.9058753827073,82.07145357497463,83.09458208602538,19237400
2016-02-10,81.89632415771484,82.98397400755728,79.49980956567235,81.1128491800483,32649800
2016-02-11,83.2420425415039,83.9333450948632,80.15422587629102,80.1910961896787,17523800
2016-02-12,84.01631164550781,84.42187105998448,82.59683611410502,84.35734976457044,10786100
2016-02-16,85.6385726928711,86.00726180093915,84.60622490631626,85.2330062352435,9050900
2016-02-17,88.02587127685547,88.89230618687806,86.23769949482393,86.33909111332846,12610000
2016-02-18,87.7217025756836,88.90152472946144,87.05805085610987,88.80013310384352,8773900
2016-02-19,87.57422637939453,88.22865874603754,87.1594405477174,87.77700962613073,6838200
2016-02-22,88.82777404785156,89.40846567473193,87.57421149230278,87.57421149230278,6980400
2016-02-23,87.9152603149414,89.2425636608832,87.70326477247774,88.94760814315106,6253800
2016-02-24,87.96134948730469,88.25630500341336,85.93353119309434,87.24239585630819,6945600
2016-02-25,88.16412353515625,88.44064034702542,86.96586292017606,88.41298936906786,4562300
2016-02-26,87.85073852539062,88.68952244968955,87.82308754455337,88.21943467857373,5277000
2016-02-29,88.04429626464844,88.75403754052941,87.77699878039031,87.85073238003373,7794400
2016-03-01,90.00760650634766,90.01682584406386,88.05352181587111,88.39456698842851,7139900
2016-03-02,89.40847778320312,90.173521084975,88.86465639693029,90.02603980797564,6498600
2016-03-03,91.0860366821289,91.1044683252122,89.30708425208788,90.13664883671994,8581300
2016-03-04,90.77263641357422,91.44550028949426,90.23802742154652,91.25193641975179,6739800
2016-03-07,91.6114273071289,91.90638282539753,90.77265040892205,90.85560335204715,7218700
2016-03-08,90.16429901123047,91.23351714014942,89.9615157776566,91.18742748441204,6229300
2016-03-09,90.01683044433594,90.55143251019473,89.23334844118604,90.33021761976025,7010700
2016-03-10,89.4453353881836,90.71732957616996,88.36690507452384,90.27489987265007,5453500
2016-03-11,90.27489471435547,90.65280310483952,89.90619862762725,89.9338496034806,5605800
2016-03-14,91.07681274414062,91.45472821505442,90.18272690543611,90.27490621307916,6175000
2016-03-15,90.55142974853516,90.63438972510207,89.76795480157443,90.34864650836535,5942400
2016-03-16,90.73576354980469,91.32567447880659,89.84167782020377,90.47767839740297,6079400
2016-03-17,91.80497741699219,92.09072058685588,90.58828520785265,90.58828520785265,6385600
2016-03-18,91.436279296875,92.31193339532646,91.2150644543611,92.155239841558,10205100
2016-03-21,90.75420379638672,91.3625534552776,90.05368186465306,91.1782018772984,7070300
2016-03-22,89.9430923461914,90.62517571315263,89.8140497370986,89.95230465234462,6475700
2016-03-23,89.25177001953125,90.19193839798997,89.17802939274812,90.07211515368729,5517700
2016-03-24,89.61126708984375,89.8601329712611,88.76327078656898,88.9937050232607,5577700
2016-03-28,90.41315460205078,90.75419973181782,89.82324364352473,89.86933329402875,5317100
2016-03-29,90.47769165039062,90.67125554304475,89.74029936498003,90.33021038039091,5170800
2016-03-30,91.16899108886719,91.3348969633672,90.65281369423444,91.15977175174149,5677500
2016-03-31,91.53768920898438,92.51473510409411,91.26117235860175,91.26117235860175,7038800
2016-04-01,91.31647491455078,91.56534078473888,90.86482580005672,91.06760904436268,5895500
2016-04-04,90.95697784423828,91.6574997053338,90.86480558068983,91.52845712990738,5334700
2016-04-05,89.40847778320312,89.97073784524805,88.62500283795352,89.27021584408982,10818800
2016-04-06,89.85091400146484,89.98916890739066,89.25178362404048,89.37160688660764,6952400
2016-04-07,88.63421630859375,89.79559964275997,88.41299440773876,89.5098634778563,7525400
2016-04-08,88.87385559082031,89.26098333738852,88.3023833074939,89.06741946410442,6982700
2016-04-11,88.73560333251953,89.99838534689827,88.67108203440057,89.343953028179,5916600
